ПІБ,Пільги,Бал з математики,Бал з англійської,Бал з української,Рейтинг
Юлія Людмилиш,True,109,180,143,140.5
Павло Анатоліїш,True,148,116,155,140.5
Михайло Тарасіш,True,174,107,129,140.4
Сергій Олександріш,False,183,106,118,140.4
Анна Ярославиш,True,122,128,177,140.3
Максим Анатоліїш,False,131,116,177,140.3
Олег Неборачко,True,116,154,159,140.29999999999998
Ніна Загвойко,False,160,112,142,140.2
Вікторія Андріїш,True,160,110,144,140.2
Анна Оксаниш,True,115,188,126,140.2
Дмитро Катериниш,True,123,177,126,140.10000000000002
Роман Сергіїш,True,171,106,133,140.1
Ярослава Петріш,False,168,136,107,140.1
Олена Романіш,True,104,141,187,140.0
Людмила Лідіїш,False,167,122,122,140.0
Петро Товтиш,False,130,129,164,139.89999999999998
Анастасія Романіш,False,138,181,101,139.8
Оксана Маріїш,False,123,115,187,139.8
Вікторія Іванниш,True,105,137,189,139.79999999999998
Оксана Ковтун,True,122,170,133,139.70000000000002
Катерина Ярославіш,False,149,116,151,139.7
Людмила Петріш,True,158,104,151,139.7
Наталія Дмитришенко,True,149,105,162,139.7
Богдан Олексіїш,False,124,180,120,139.6
Олександр Людмилиш,False,130,137,155,139.6
Роман Ярославіш,True,100,197,135,139.6
Тарас Олениш,True,135,153,132,139.5
Анна Володимириш,True,117,114,195,139.5
Ірина Петріш,True,162,120,129,139.5
Ніна Товтиш,False,114,188,125,139.5
Лідія Алібіба,False,141,100,177,139.5
Сергій Ярославиш,True,113,166,148,139.4
Богдан Вікторіш,False,122,164,138,139.4
Сергій Артеміш,True,169,117,122,139.3
Людмила Богданіш,False,151,139,124,139.29999999999998
Ярослав Андріїш,True,174,117,115,139.20000000000002
Юлія Максиміш,False,174,130,102,139.20000000000002
Роман Олександріш,False,132,165,123,139.20000000000002
Ганна Артеміш,False,165,130,114,139.2
Володимир Володимириш,False,120,179,125,139.2
Олег Ігоріш,False,159,143,109,139.2
Володимир Ігоріш,False,144,145,127,139.2
Ярослава Олениш,False,114,139,173,139.2
Вікторія Іриниш,False,152,125,136,139.10000000000002
Ганна Тарасіш,False,158,117,136,139.10000000000002
Вікторія Сергіїш,False,134,184,101,139.1
Володимир Олексіїш,True,143,141,132,139.1
Володимир Вікторіїш,True,122,151,150,139.1
Максим Маріїш,True,142,147,127,139.0
Марія Загвойко,False,115,186,124,139.0
Іванна Ярославиш,False,115,161,149,139.0
Юлія Ковтун,False,114,179,132,138.9
Марія Іриниш,True,144,156,115,138.9
Олена Лідіїш,True,114,179,132,138.9
Ольга Товтиш,True,168,101,138,138.9
Лідія Володимириш,False,102,132,194,138.6
Михайло Оксаниш,False,174,102,128,138.6
Ярослав Дмитришенко,True,131,105,182,138.5
Олег Романіш,False,118,134,170,138.4
Олександр Вікторіш,True,112,166,146,138.39999999999998
Андрій Анниш,False,123,109,188,138.3
Богдан Тарасіш,False,159,128,121,138.3
Анна Софіїш,False,153,138,119,138.29999999999998
Дмитро Алібіба,True,119,180,122,138.2
Ніна Олександріш,True,122,111,187,138.2
Петро Вікторіїш,False,149,143,119,138.2
Оксана Оксаниш,False,134,134,148,138.2
Олексій Ковтун,False,145,145,122,138.1
Ярослав Алібіба,True,145,148,119,138.1
Віктор Іриниш,True,109,185,130,138.1
Сергій Ковтун,True,138,138,138,138.0
Ганна Товтиш,False,127,161,129,137.79999999999998
Олена Загвойко,True,132,143,140,137.7
Анастасія Маріїш,True,113,174,134,137.6
Вікторія Вікторіїш,True,128,163,125,137.6
Віктор Тарасіш,False,104,190,130,137.6
Людмила Ніниш,True,119,190,110,137.6
Андрій Неборачко,False,110,133,179,137.6
Ніна Анниш,True,104,121,199,137.6
Олександр Наталіїш,True,158,128,120,137.6
Ярослава Маріїш,False,140,150,122,137.6
Андрій Артеміш,False,103,181,140,137.5
Людмила Катериниш,False,109,188,125,137.5
Ольга Лідіїш,False,130,133,152,137.5
Павло Іванниш,False,135,126,152,137.4
Олена Неборачко,True,105,134,184,137.39999999999998
Олександр Тарасіш,True,104,194,125,137.3
Тарас Дмитришенко,True,158,113,134,137.29999999999998
Андрій Катериниш,False,151,116,140,137.2
Іван Софіїш,True,149,155,103,137.0
Максим Михайлиш,True,128,117,169,137.0
Ірина Ганниш,True,170,126,104,137.0
Ігор Михайлиш,False,148,126,133,136.9
Олександр Загвойко,True,127,117,170,136.9
Тарас Софіїш,False,130,140,143,136.9
Дмитро Наталіїш,True,148,141,118,136.9
Ілля Ганниш,False,123,154,138,136.8
Ігор Софіїш,True,113,112,193,136.70000000000002
Анатолій Максиміш,False,101,183,138,136.70000000000002
Катерина Тарасіш,True,122,109,184,136.7
Ольга Артеміш,False,106,168,146,136.60000000000002
Роман Ігоріш,False,112,121,185,136.6
Олег Іваниш,True,100,182,140,136.6
Максим Петріш,True,123,174,117,136.5
Дмитро Іваниш,True,126,182,105,136.5
Дмитро Олександріш,True,141,124,143,136.5
Ігор Тетяниш,False,147,128,131,136.5
Віктор Ганниш,False,168,113,118,136.5
Софія Сергіїш,False,124,168,121,136.3
Катерина Анниш,True,115,132,169,136.29999999999998
Михайло Дмитріш,True,144,115,147,136.2
Олексій Вікторіш,True,110,147,160,136.1
Михайло Ілляш,True,104,185,130,136.1
Віктор Катериниш,False,109,173,135,136.0
Лідія Олениш,True,121,141,151,136.0
Павло Ярославіш,False,102,122,195,135.9
Наталія Вікторіїш,True,128,174,108,135.8
Ніна Софіїш,True,106,189,122,135.7
Роман Ілляш,True,108,128,180,135.6
Вікторія Загвойко,False,153,113,135,135.6
Ярослав Ковтун,False,138,153,115,135.6
Ярослав Катериниш,True,156,130,114,135.6
Анастасія Андріїш,True,122,108,181,135.5
Ганна Неборачко,True,137,163,106,135.5
Петро Артеміш,False,121,122,168,135.4
Олена Дмитріш,False,154,146,100,135.4
Ірина Іванниш,False,100,127,191,135.39999999999998
Іван Анатоліїш,False,121,139,151,135.39999999999998
Оксана Богданіш,True,111,140,163,135.3
Ігор Володимириш,False,117,103,192,135.3
Ілля Богданіш,False,132,149,126,135.3
Максим Ілляш,False,151,108,141,135.10000000000002
Марія Наталіїш,False,142,122,139,135.1
Лідія Ігоріш,False,103,138,175,135.1
Олександр Максиміш,False,147,107,147,135.0
Наталія Загвойко,False,144,122,136,135.0
Дмитро Товтиш,True,171,120,102,135.0
Людмила Ілляш,True,113,172,127,134.9
Богдан Анатоліїш,True,146,152,103,134.9
Тетяна Людмилиш,False,178,107,105,134.8
Сергій Андріїш,False,124,118,166,134.8
Марта Анатоліїш,True,123,142,143,134.70000000000002
Олег Ніниш,True,114,157,140,134.7
Марта Товтиш,True,162,124,109,134.7
Роман Максиміш,False,129,174,103,134.7
Петро Вікторіш,True,107,196,110,134.6
Олег Загвойко,False,127,107,172,134.5
Артем Володимириш,True,124,157,126,134.5
Ірина Олениш,False,124,139,144,134.5
Ірина Неборачко,True,103,121,190,134.5
Ольга Романіш,False,121,172,115,134.5
Михайло Ярославиш,False,108,149,155,134.4
Іван Романіш,True,111,140,160,134.4
Софія Іваниш,True,126,154,126,134.39999999999998
Іван Сергіїш,True,146,102,151,134.3
Олександр Артеміш,False,101,142,171,134.3
Артем Ігоріш,False,118,112,178,134.20000000000002
Ярослав Лідіїш,True,157,137,101,134.2
Іванна Товтиш,True,121,139,147,134.2
Лідія Артеміш,False,111,106,193,134.1
Ірина Іриниш,True,135,116,151,134.1
Артем Сергіїш,True,110,141,159,134.0
Катерина Алібіба,False,107,159,145,134.0
Ніна Людмилиш,True,131,153,119,134.0
Анна Андріїш,True,170,117,103,134.0
Володимир Михайлиш,False,110,178,122,134.0
Андрій Олениш,False,124,119,162,133.9
Олег Ковтун,True,163,101,128,133.9
Ярослав Ілляш,True,115,179,114,133.89999999999998
Олег Оксаниш,False,150,142,104,133.79999999999998
Ніна Наталіїш,False,161,103,128,133.70000000000002
Володимир Софіїш,False,164,107,120,133.70000000000002
Анатолій Іриниш,True,116,167,124,133.7
Олена Ганниш,False,119,172,115,133.7
Марія Володимириш,False,147,111,138,133.5
Ігор Ніниш,False,111,132,165,133.5
Софія Дмитріш,False,171,115,102,133.5
Павло Сергіїш,False,104,186,120,133.4
Наталія Андріїш,False,158,110,124,133.4
Олександр Тетяниш,False,112,108,187,133.3
Тетяна Петріш,False,129,129,143,133.2
Ілля Загвойко,True,105,148,156,133.2
Олег Анатоліїш,False,137,102,159,133.1
Дмитро Іванниш,False,122,134,147,133.1
Марія Товтиш,False,110,172,125,133.1
Максим Наталіїш,False,112,177,117,133.0
Анастасія Товтиш,False,108,137,162,132.9
Ніна Ганниш,True,123,170,109,132.9
Володимир Олениш,True,162,108,119,132.89999999999998
Ярослав Іванниш,False,131,121,147,132.8
Іван Володимириш,False,140,109,147,132.79999999999998
Тарас Катериниш,True,121,143,138,132.70000000000002
Іванна Людмилиш,False,118,177,108,132.70000000000002
Марта Наталіїш,True,115,120,169,132.7
Софія Оксаниш,True,117,177,109,132.6
Михайло Іваниш,True,114,165,125,132.6
Ірина Андріїш,True,162,119,107,132.6
Максим Олексіїш,False,150,107,135,132.6
Олексій Маріїш,False,112,101,191,132.39999999999998
Максим Людмилиш,False,100,114,194,132.39999999999998
Марія Вікторіїш,False,141,121,132,132.3
Максим Олександріш,False,123,151,126,132.3
Володимир Максиміш,False,110,191,103,132.2
Богдан Ковтун,True,122,156,122,132.2
Ярослава Лідіїш,False,115,139,148,132.1
Софія Петріш,True,118,155,128,132.1
Людмила Анатоліїш,True,110,156,137,131.9
Софія Загвойко,True,145,132,114,131.79999999999998
Іванна Неборачко,True,103,148,154,131.79999999999998
Богдан Маріїш,False,105,117,182,131.7
Марта Маріїш,False,111,126,165,131.7
Ярослава Ганниш,True,101,153,151,131.60000000000002
Іванна Ігоріш,False,140,144,108,131.6
Роман Лідіїш,False,102,138,164,131.4
Ірина Товтиш,True,159,102,124,131.4
Анастасія Іриниш,False,114,145,141,131.39999999999998
Сергій Богданіш,False,120,114,164,131.39999999999998
Ольга Іванниш,True,107,194,101,131.3
Іванна Софіїш,True,164,104,115,131.3
Роман Ніниш,False,122,125,150,131.3
Іванна Олександріш,True,113,148,139,131.29999999999998
Павло Оксаниш,True,127,103,165,131.2
Роман Дмитріш,False,106,132,164,131.2
Михайло Загвойко,False,101,170,132,131.0
Павло Маріїш,False,104,107,191,131.0
Ірина Артеміш,False,152,130,104,131.0
Катерина Тетяниш,True,127,124,143,130.9
Богдан Романіш,False,118,161,118,130.9
Іван Петріш,False,132,124,136,130.8
Ярослава Михайлиш,False,141,112,136,130.8
Ілля Неборачко,True,137,104,149,130.7
Олег Олениш,True,100,193,109,130.6
Олександр Анатоліїш,True,100,149,153,130.6
Богдан Сергіїш,True,105,137,158,130.5
Богдан Артеміш,False,110,157,131,130.39999999999998
Роман Ярославиш,True,113,163,121,130.39999999999998
Тетяна Ніниш,True,115,179,102,130.29999999999998
Вікторія Наталіїш,True,129,133,129,130.2
Анна Артеміш,True,108,183,107,130.2
Вікторія Товтиш,True,105,104,190,130.2
Михайло Олениш,True,135,110,144,130.2
Олексій Олениш,False,114,129,153,130.2
Ярослава Тарасіш,False,119,125,150,130.1
Ганна Петріш,False,121,124,148,130.0
Марта Сергіїш,False,118,167,109,130.0
Наталія Неборачко,True,144,103,138,129.9
Ярослав Петріш,True,129,126,135,129.9
Михайло Людмилиш,False,105,132,161,129.89999999999998
Петро Андріїш,True,116,155,123,129.8
Ілля Оксаниш,False,121,107,164,129.7
Богдан Вікторіїш,True,123,119,149,129.6
Олена Олександріш,False,132,129,127,129.6
Софія Олегіш,False,116,107,170,129.5
Тарас Ковтун,False,116,164,113,129.5
Ольга Маріїш,False,113,128,153,129.5
Ірина Лідіїш,True,122,151,118,129.5
Петро Наталіїш,False,119,140,133,129.5
Ярослав Наталіїш,True,154,103,123,129.4
Іванна Олениш,False,105,118,173,129.3
Олег Іванниш,False,108,109,178,129.3
Максим Оксаниш,True,105,187,104,129.29999999999998
Петро Тетяниш,True,132,136,119,129.29999999999998
Тарас Наталіїш,False,125,125,139,129.2
Ганна Анниш,False,121,149,120,129.1
Олег Софіїш,False,117,100,174,129.0
Лідія Людмилиш,False,128,146,113,128.9
Ярослава Ілляш,False,118,114,158,128.8
Андрій Романіш,True,130,127,129,128.79999999999998
Ярослава Людмилиш,True,165,103,106,128.7
Володимир Тарасіш,True,126,149,112,128.7
Артем Вікторіш,False,116,104,170,128.60000000000002
Іванна Петріш,False,116,122,152,128.6
Володимир Олександріш,True,116,111,163,128.6
Марта Оксаниш,True,142,122,117,128.5
Іван Андріїш,True,141,106,134,128.4
Михайло Олексіїш,True,137,138,107,128.3
Марія Михайлиш,False,131,126,127,128.3
Петро Олениш,True,107,116,169,128.29999999999998
Лідія Олексіїш,True,127,107,151,128.2
Наталія Ілляш,True,124,144,117,127.9
Анастасія Лідіїш,False,136,118,127,127.9
Олена Володимириш,False,109,127,154,127.9
Марія Петріш,True,105,130,156,127.8
Анастасія Софіїш,False,129,108,146,127.8
Людмила Романіш,True,114,128,146,127.8
Артем Анниш,True,106,110,174,127.6
Ірина Михайлиш,True,155,107,111,127.39999999999999
Тарас Іриниш,False,142,114,121,127.3
Олексій Вікторіїш,True,129,115,137,127.19999999999999
Роман Андріїш,False,130,112,138,127.0
Ольга Іваниш,True,148,118,108,127.0
Ірина Ніниш,False,122,153,107,126.80000000000001
Софія Катериниш,False,118,124,141,126.7
Олена Ілляш,False,136,121,120,126.7
Іванна Вікторіш,True,164,102,101,126.5
Олег Андріїш,False,101,116,171,126.5
Ілля Маріїш,True,106,108,172,126.4
Володимир Вікторіш,False,109,103,173,126.4
Анна Ковтун,True,103,119,165,126.4
Андрій Олександріш,False,143,114,116,126.2
Тарас Оксаниш,False,103,112,171,126.10000000000001
Дмитро Загвойко,False,133,113,130,126.1
Анна Ігоріш,False,127,132,119,126.1
Ярослава Володимириш,True,108,102,174,126.0
Людмила Маріїш,False,129,103,145,126.0
Ніна Романіш,False,147,112,112,126.0
Олег Богданіш,True,101,166,119,125.9
Катерина Олександріш,False,113,146,123,125.9
Олена Богданіш,False,148,112,110,125.80000000000001
Володимир Лідіїш,False,121,105,153,125.80000000000001
Іван Михайлиш,False,139,113,121,125.8
Ілля Іриниш,True,107,160,116,125.60000000000001
Людмила Вікторіїш,False,104,158,122,125.6
Оксана Романіш,False,119,120,140,125.6
Ярослава Ігоріш,True,131,105,139,125.6
Тетяна Товтиш,True,102,105,177,125.4
Петро Іваниш,True,113,127,140,125.30000000000001
Віктор Сергіїш,True,119,142,117,125.30000000000001
Лідія Загвойко,True,152,102,113,125.30000000000001
Ніна Ярославіш,False,112,119,149,125.19999999999999
Ольга Людмилиш,True,111,131,138,125.1
Володимир Ковтун,True,111,134,135,125.1
Іван Іванниш,False,101,176,106,125.0
Наталія Алібіба,False,131,102,140,125.0
Петро Максиміш,True,118,117,142,124.9
Віктор Ніниш,True,123,145,107,124.80000000000001
Павло Загвойко,False,132,122,118,124.80000000000001
Софія Романіш,True,134,126,111,124.7
Ілля Тетяниш,True,118,154,104,124.60000000000001
Тетяна Анниш,False,124,103,147,124.6
Іванна Іванниш,False,156,102,105,124.5
Людмила Дмитришенко,True,119,136,120,124.4
Сергій Загвойко,True,134,130,106,124.39999999999999
Артем Олександріш,False,103,139,138,124.30000000000001
Марта Неборачко,True,136,115,118,124.30000000000001
Вікторія Михайлиш,False,116,117,142,124.1
Анатолій Ганниш,True,109,107,161,124.0
Ірина Ілляш,True,148,102,114,124.0
Катерина Дмитріш,True,129,119,122,123.9
Людмила Андріїш,True,141,104,121,123.9
Лідія Іваниш,False,122,134,116,123.8
Олександр Петріш,False,107,141,129,123.79999999999998
Анастасія Загвойко,False,115,104,155,123.7
Ніна Дмитришенко,False,107,130,139,123.5
Іван Ігоріш,False,155,101,104,123.5
Анна Тетяниш,False,129,123,115,123.0
Анна Петріш,True,102,146,128,123.0
Павло Тетяниш,True,117,140,113,122.70000000000002
Сергій Сергіїш,False,132,103,130,122.7
Роман Олексіїш,False,102,146,127,122.69999999999999
Олексій Володимириш,False,108,102,163,122.69999999999999
Анна Загвойко,True,128,120,118,122.6
Дмитро Ілляш,True,127,127,112,122.5
Ольга Сергіїш,True,151,100,107,122.5
Ніна Андріїш,False,132,102,130,122.4
Ярослав Іриниш,True,119,121,128,122.30000000000001
Тарас Тарасіш,False,119,103,146,122.3
Михайло Володимириш,True,116,127,126,122.3
Олена Іваниш,True,105,123,144,122.1
Іван Ганниш,True,105,134,133,122.1
Софія Артеміш,False,141,114,105,122.1
Людмила Сергіїш,False,101,101,171,122.0
Тарас Богданіш,False,100,165,108,121.9
Анна Ярославіш,False,120,121,125,121.8
Володимир Маріїш,True,131,129,102,121.69999999999999
Анатолій Неборачко,True,121,132,112,121.6
Роман Товтиш,False,105,138,127,121.5
Артем Загвойко,False,116,124,126,121.39999999999999
Людмила Іриниш,True,131,108,121,121.10000000000001
Оксана Лідіїш,True,125,114,123,121.1
Володимир Іваниш,False,108,116,143,120.9
Ольга Дмитришенко,True,107,151,108,120.5
Вікторія Алібіба,True,100,144,124,120.39999999999998
Анатолій Володимириш,False,111,126,127,120.30000000000001
Ганна Ярославиш,False,103,117,146,120.10000000000001
Володимир Тетяниш,False,130,117,110,120.1
Лідія Анатоліїш,True,115,112,135,120.1
Петро Олегіш,False,109,115,140,120.1
Анна Олегіш,False,125,100,133,119.9
Віктор Романіш,True,101,114,151,119.89999999999999
Ігор Олексіїш,False,124,132,102,119.8
Лідія Товтиш,False,110,140,112,119.6
Вікторія Вікторіш,False,104,159,101,119.6
Софія Ярославиш,True,106,143,114,119.5
Ярослав Ніниш,False,106,150,107,119.5
Олександр Сергіїш,False,102,160,102,119.4
Лідія Ярославиш,False,123,119,115,119.4
Тарас Маріїш,True,107,153,102,119.3
Олексій Петріш,False,110,105,146,119.3
Іванна Романіш,False,109,124,127,118.9
Анна Дмитришенко,False,109,124,127,118.9
Марія Богданіш,False,107,143,109,118.4
Марта Алібіба,False,127,117,108,118.30000000000001
Тетяна Артеміш,True,124,127,102,118.3
Катерина Софіїш,False,135,112,102,118.19999999999999
Ігор Ковтун,True,135,109,105,118.19999999999999
Марія Сергіїш,False,112,119,125,118.0
Ірина Алібіба,True,115,134,106,117.99999999999999
Анна Анатоліїш,True,112,110,133,117.70000000000002
Ганна Ігоріш,True,106,138,113,117.70000000000002
Богдан Катериниш,True,111,118,126,117.60000000000001
Оксана Дмитришенко,True,132,103,113,117.6
Ніна Сергіїш,False,109,130,116,117.39999999999999
Дмитро Володимириш,True,133,103,110,117.1
Іван Іваниш,True,100,103,153,116.80000000000001
Марія Олегіш,True,128,103,115,116.6
Наталія Вікторіш,False,104,127,122,116.30000000000001
Лідія Тетяниш,False,115,107,126,115.89999999999999
Іванна Алібіба,False,136,104,100,115.60000000000001
Олександр Володимириш,True,114,109,124,115.5
Ольга Тетяниш,False,104,134,112,115.4
Юлія Іриниш,True,103,124,123,115.30000000000001
Ольга Петріш,True,104,101,144,115.1
Ілля Андріїш,False,122,112,109,115.1
Михайло Ігоріш,False,105,123,120,114.9
Олександр Іваниш,False,116,106,122,114.80000000000001
Марта Людмилиш,True,104,144,100,114.8
Петро Софіїш,True,136,101,100,114.7
Юлія Іваниш,True,121,109,111,114.39999999999999
Людмила Ярославіш,True,114,119,110,114.3
Анастасія Тарасіш,False,106,116,123,114.1
Оксана Володимириш,True,107,113,124,113.9
Лідія Анниш,False,116,113,109,113.0
Володимир Загвойко,True,103,135,103,112.6
Богдан Алібіба,False,122,105,107,112.4
Марта Олениш,True,104,116,119,112.1
Анастасія Дмитріш,True,119,101,114,112.1
Лідія Вікторіш,False,110,119,107,111.79999999999998
Олена Катериниш,True,122,108,100,111.2
Марта Олександріш,True,109,120,104,110.8
Максим Лідіїш,True,113,106,111,110.3
Юлія Алібіба,False,115,104,105,108.7
Оксана Алібіба,True,115,107,102,108.69999999999999
Ярослава Олександріш,True,117,104,100,108.0
Ніна Маріїш,False,101,117,102,106.1
Павло Наталіїш,True,104,105,104,104.3
Тарас Вікторіш,True,106,105,100,103.9
Олена Неборачко,False,193,189,199,193.6
Ярослава Алібіба,False,197,182,199,193.1
Ігор Вікторіїш,False,196,188,194,193.0
Марія Ярославіш,False,177,198,198,189.6
Ірина Наталіїш,False,181,198,191,189.1
Тетяна Михайлиш,False,183,198,187,188.7
Сергій Дмитріш,False,185,184,196,188.0
Тетяна Катериниш,False,177,194,196,187.8
Ніна Софіїш,False,197,181,182,187.7
Вікторія Катериниш,False,197,174,189,187.7
Ірина Олександріш,False,193,191,175,187.0
Ганна Лідіїш,False,192,189,169,184.2
Володимир Лідіїш,False,198,192,155,183.3
Іванна Вікторіїш,False,184,199,166,183.1
Володимир Артеміш,False,186,183,177,182.4
Дмитро Анатоліїш,False,188,160,197,182.3
Лідія Сергіїш,False,172,184,194,182.2
Максим Вікторіш,False,186,195,164,182.1
Іван Вікторіїш,False,200,191,149,182.0
Катерина Ганниш,False,188,197,158,181.7
Михайло Ніниш,False,179,171,196,181.7
Сергій Ганниш,False,195,182,162,181.2
Роман Ганниш,False,188,159,194,181.1
Ольга Ніниш,False,164,187,195,180.2
Тарас Ярославіш,False,167,179,199,180.2
Юлія Лідіїш,False,196,183,155,179.8
Іванна Ковтун,False,177,170,193,179.7
Артем Олексіїш,False,179,161,198,179.3
Ганна Олексіїш,False,166,195,181,179.2
Юлія Софіїш,False,199,178,154,179.2
Тарас Максиміш,False,189,168,177,179.1
Анастасія Михайлиш,False,162,188,193,179.1
Людмила Анатоліїш,False,192,159,181,178.8
Оксана Ганниш,False,192,151,189,178.8
Дмитро Богданіш,False,191,193,148,178.70000000000002
Володимир Тарасіш,True,187,155,191,178.6
Оксана Олениш,False,195,162,173,178.5
Іванна Романіш,False,175,178,183,178.3
Лідія Ігоріш,True,192,199,139,178.2
Олександр Іваниш,False,170,174,193,178.1
Олексій Маріїш,False,174,185,176,177.9
Віктор Андріїш,False,162,178,199,177.89999999999998
Михайло Ілляш,False,182,154,196,177.8
Дмитро Алібіба,False,181,196,155,177.7
Дмитро Людмилиш,True,166,174,197,177.7
Ілля Артеміш,False,189,154,186,177.60000000000002
Ярослава Тетяниш,True,199,175,151,177.40000000000003
Катерина Петріш,False,196,156,174,177.4
Марія Вікторіш,False,145,199,199,177.39999999999998
Ярослав Дмитріш,True,187,193,149,177.39999999999998
Тетяна Тарасіш,False,174,186,173,177.3
Іван Вікторіш,False,199,187,138,177.10000000000002
Іван Катериниш,True,154,192,193,177.1
Тетяна Іваниш,True,195,182,148,177.0
Ганна Ілляш,True,173,161,198,176.9
Тетяна Дмитріш,False,178,176,176,176.8
Ганна Вікторіш,True,154,195,189,176.79999999999998
Анастасія Богданіш,False,173,190,168,176.6
Анатолій Ігоріш,True,176,154,200,176.6
Володимир Романіш,True,182,197,149,176.59999999999997
Ганна Анниш,False,178,178,173,176.5
Ольга Вікторіш,True,181,166,181,176.5
Вікторія Наталіїш,True,199,136,187,176.5
Анна Дмитришенко,True,182,180,165,176.3
Софія Ковтун,False,196,129,197,176.2
Ярослав Олениш,False,163,175,195,176.2
Олексій Катериниш,True,171,165,194,176.1
Софія Наталіїш,True,149,190,198,176.0
Михайло Ганниш,True,190,193,140,175.9
Юлія Олексіїш,True,164,191,176,175.7
Людмила Ярославіш,False,178,186,162,175.6
Тетяна Артеміш,True,168,170,191,175.5
Андрій Софіїш,False,182,174,168,175.4
Іван Маріїш,False,170,173,185,175.4
Ніна Ганниш,True,173,170,184,175.4
Максим Наталіїш,True,172,190,165,175.3
Ірина Анниш,False,181,178,165,175.3
Віктор Лідіїш,False,145,197,194,175.29999999999998
Ярослав Загвойко,False,159,183,189,175.2
Петро Ярославіш,False,178,153,193,175.0
Павло Володимириш,False,178,168,178,175.0
Андрій Маріїш,True,198,186,133,174.9
Ірина Вікторіїш,True,156,177,198,174.9
Катерина Неборачко,True,177,189,158,174.9
Володимир Алібіба,False,168,171,188,174.9
Ігор Ярославиш,True,155,187,189,174.79999999999998
Ярослав Ніниш,False,199,166,151,174.7
Ярослав Лідіїш,False,172,160,193,174.7
Андрій Михайлиш,True,157,177,196,174.7
Софія Олениш,True,195,143,179,174.6
Анна Петріш,False,183,143,195,174.6
Людмила Олегіш,False,163,173,191,174.39999999999998
Роман Анниш,True,152,191,187,174.2
Олена Андріїш,True,197,197,121,174.2
Анастасія Олениш,True,172,180,171,174.1
Юлія Катериниш,False,198,163,153,174.0
Анна Анатоліїш,True,161,186,179,173.9
Максим Михайлиш,True,166,193,165,173.8
Іван Анниш,True,148,197,185,173.8
Максим Вікторіїш,True,168,173,182,173.7
Володимир Ганниш,False,164,169,191,173.60000000000002
Ганна Наталіїш,False,161,190,174,173.6
Тетяна Ганниш,False,188,166,162,173.6
Анна Алібіба,True,155,189,183,173.6
Олексій Тарасіш,False,200,172,140,173.6
Богдан Ілляш,True,191,145,179,173.6
Олена Володимириш,True,187,172,157,173.5
Лідія Дмитріш,True,178,191,150,173.5
Марія Анниш,False,156,182,188,173.4
Павло Вікторіш,True,162,163,199,173.39999999999998
Вікторія Софіїш,False,194,156,163,173.3
Вікторія Олегіш,False,188,160,167,173.3
Анастасія Олександріш,True,199,125,187,173.20000000000002
Олена Сергіїш,False,198,137,176,173.10000000000002
Ганна Ніниш,False,192,189,132,173.1
Іванна Лідіїш,True,187,175,152,172.9
Сергій Володимириш,True,151,184,191,172.89999999999998
Вікторія Романіш,False,193,142,176,172.60000000000002
Дмитро Володимириш,True,189,158,165,172.5
Роман Людмилиш,True,197,125,187,172.4
Ірина Алібіба,True,155,171,197,172.39999999999998
Наталія Алібіба,False,160,168,193,172.3
Анна Володимириш,False,187,188,137,172.29999999999998
Петро Ганниш,True,172,146,199,172.29999999999998
Павло Тетяниш,True,195,150,164,172.2
Оксана Артеміш,True,173,192,151,172.1
Максим Тарасіш,False,162,200,157,171.9
Павло Михайлиш,True,162,166,191,171.89999999999998
Дмитро Ярославіш,False,197,163,147,171.8
Лідія Маріїш,True,158,184,177,171.5
Олексій Наталіїш,True,185,179,146,171.5
Олексій Михайлиш,True,200,122,183,171.5
Юлія Ілляш,True,166,172,178,171.4
Михайло Артеміш,True,145,199,179,171.39999999999998
Ольга Ганниш,True,150,179,192,171.29999999999998
Ольга Ковтун,True,191,141,175,171.2
Софія Неборачко,True,178,200,133,171.1
Ірина Олегіш,True,199,151,154,171.1
Ніна Тетяниш,False,181,146,183,171.1
Наталія Маріїш,True,165,190,160,171.0
Лідія Оксаниш,False,159,180,178,171.0
Ілля Олексіїш,True,183,158,168,171.0
Олег Катериниш,True,161,155,200,170.9
Андрій Романіш,False,140,185,198,170.9
Оксана Алібіба,False,185,158,165,170.9
Людмила Товтиш,False,179,138,193,170.9
Тетяна Вікторіш,False,149,189,182,170.9
Ніна Олександріш,True,185,139,184,170.89999999999998
Олексій Дмитришенко,False,154,175,189,170.79999999999998
Катерина Дмитріш,False,171,146,195,170.7
Андрій Олександріш,False,180,181,148,170.7
Наталія Олениш,False,150,174,195,170.7
Ольга Дмитріш,False,195,108,200,170.4
Вікторія Неборачко,True,194,153,156,170.3
Сергій Лідіїш,False,191,199,114,170.29999999999998
Анна Олегіш,True,190,144,170,170.2
Ольга Вікторіїш,True,178,194,136,170.2
Анатолій Максиміш,False,192,126,185,170.10000000000002
Дмитро Софіїш,False,186,165,154,170.1
Тетяна Ніниш,False,170,186,154,170.0
Ольга Лідіїш,True,172,163,173,169.6
Олена Дмитришенко,True,151,189,175,169.6
Іван Людмилиш,False,154,167,193,169.6
Олена Маріїш,True,192,161,148,169.5
Артем Богданіш,True,189,118,195,169.5
Софія Тетяниш,True,183,127,194,169.5
Катерина Богданіш,True,179,146,180,169.4
Артем Наталіїш,False,199,117,182,169.3
Юлія Вікторіїш,True,188,198,115,169.1
