ПІБ,Пільги,Бал з математики,Бал з англійської,Бал з української,Рейтинг
Марта Іваниш,False,136,182,151,154.3
Олександр Вікторіїш,True,163,172,125,154.3
Оксана Олегіш,False,118,188,169,154.29999999999998
Ярослав Неборачко,True,102,189,189,154.2
Сергій Анатоліїш,True,185,163,104,154.1
Павло Ковтун,True,167,162,129,154.1
Дмитро Михайлиш,True,142,150,174,154.0
Михайло Алібіба,True,166,166,126,154.0
Марія Дмитріш,True,142,139,185,154.0
Михайло Дмитришенко,False,168,101,188,153.9
Роман Богданіш,False,192,114,143,153.9
Наталія Оксаниш,True,125,163,183,153.8
Ілля Максиміш,False,175,129,150,153.7
Максим Андріїш,True,172,129,154,153.7
Сергій Анниш,True,157,166,137,153.7
Марія Маріїш,True,162,128,168,153.6
Катерина Сергіїш,False,150,119,193,153.6
Ніна Іваниш,False,132,147,189,153.6
Ілля Товтиш,False,144,197,123,153.6
Олена Тарасіш,True,174,108,172,153.6
Петро Маріїш,False,132,198,138,153.6
Тетяна Іваниш,False,179,158,115,153.5
Марія Софіїш,True,122,179,170,153.5
Марія Оксаниш,False,176,141,136,153.5
Тетяна Андріїш,False,131,200,137,153.5
Ігор Максиміш,False,170,174,111,153.5
Максим Загвойко,True,200,116,129,153.5
Віктор Ігоріш,True,143,188,133,153.5
Олена Михайлиш,False,184,151,115,153.4
Оксана Іриниш,True,175,133,145,153.4
Оксана Загвойко,True,169,146,140,153.4
Олена Вікторіш,True,190,120,138,153.4
Вікторія Лідіїш,False,153,144,163,153.3
Максим Анниш,False,150,130,181,153.3
Петро Тарасіш,False,123,153,194,153.29999999999998
Анастасія Тетяниш,True,113,170,190,153.2
Іван Богданіш,True,143,189,131,153.2
Артем Тарасіш,True,161,126,170,153.2
Тетяна Ігоріш,False,155,109,195,153.2
Тарас Ярославиш,False,149,175,137,153.2
Дмитро Олексіїш,True,136,197,132,153.1
Іван Ніниш,False,139,133,192,153.1
Володимир Алібіба,False,100,178,199,153.1
Артем Ніниш,False,123,158,188,153.0
Олександр Ковтун,True,132,150,184,153.0
Вікторія Ганниш,True,174,147,131,153.0
Тарас Анниш,False,107,188,179,152.9
Марта Лідіїш,False,101,182,193,152.9
Софія Ігоріш,True,188,137,122,152.9
Олег Маріїш,True,155,112,191,152.89999999999998
Юлія Олегіш,False,160,111,185,152.8
Ярослав Маріїш,True,169,182,102,152.8
Тетяна Іванниш,True,175,131,145,152.8
Олена Анатоліїш,False,162,140,153,152.7
Тарас Дмитріш,True,156,156,145,152.7
Анастасія Володимириш,False,191,123,131,152.60000000000002
Тарас Неборачко,False,122,172,174,152.6
Ярослава Дмитріш,False,137,143,183,152.6
Ярослава Алібіба,False,176,119,155,152.6
Ігор Вікторіїш,True,146,136,178,152.6
Віктор Людмилиш,True,124,181,162,152.5
Анатолій Лідіїш,True,121,199,148,152.5
Ірина Маріїш,False,195,104,144,152.4
Іванна Вікторіїш,False,135,151,177,152.4
Сергій Тарасіш,False,105,172,196,152.39999999999998
Володимир Ганниш,True,111,199,161,152.39999999999998
Володимир Дмитришенко,True,188,132,125,152.3
Віктор Маріїш,True,146,153,160,152.3
Ярослава Олексіїш,True,146,185,128,152.3
Юлія Катериниш,True,182,130,135,152.3
Анастасія Наталіїш,False,152,169,136,152.3
Юлія Богданіш,True,167,148,137,152.29999999999998
Максим Богданіш,True,161,184,109,152.29999999999998
Олена Артеміш,True,166,153,133,152.20000000000002
Петро Богданіш,False,196,143,103,152.20000000000002
Катерина Володимириш,False,172,120,158,152.2
Юлія Неборачко,True,124,194,148,152.2
Віктор Володимириш,True,133,186,144,152.2
Юлія Петріш,False,163,181,109,152.2
Ілля Вікторіш,True,186,116,143,152.1
Анна Сергіїш,False,132,181,150,152.1
Анна Олениш,True,143,198,118,152.0
Вікторія Неборачко,True,200,105,135,152.0
Павло Тарасіш,True,170,135,145,152.0
Роман Тетяниш,False,142,128,189,151.9
Ігор Лідіїш,True,181,105,160,151.9
Максим Ігоріш,True,108,197,165,151.8
Людмила Олениш,False,153,127,175,151.8
Ігор Загвойко,True,192,108,142,151.8
Сергій Вікторіїш,False,168,182,100,151.8
Олексій Олексіїш,False,180,154,112,151.79999999999998
Ігор Іванниш,True,191,133,118,151.70000000000002
Павло Анниш,False,140,120,199,151.7
Ганна Михайлиш,True,152,188,115,151.7
Тарас Андріїш,True,128,151,184,151.7
Олена Софіїш,True,136,134,190,151.6
Ірина Анатоліїш,False,145,194,118,151.6
Софія Людмилиш,True,103,174,194,151.6
Віктор Олениш,False,187,103,153,151.6
Ірина Софіїш,True,127,156,180,151.6
Сергій Іваниш,True,168,173,108,151.5
Ілля Сергіїш,True,105,168,197,151.5
Олена Наталіїш,True,114,176,177,151.5
Іван Ілляш,False,129,186,147,151.5
Людмила Іваниш,True,120,161,184,151.5
Людмила Товтиш,False,131,173,157,151.4
Марія Анниш,False,161,147,143,151.4
Роман Наталіїш,True,167,181,101,151.39999999999998
Ігор Неборачко,True,157,175,120,151.3
Олена Ковтун,False,193,105,142,151.3
Віктор Лідіїш,True,124,180,159,151.29999999999998
Ігор Маріїш,True,135,142,182,151.2
Іванна Олегіш,True,192,127,121,151.2
Іванна Маріїш,False,177,135,133,151.2
Михайло Маріїш,True,167,108,173,151.1
Петро Лідіїш,True,155,182,115,151.1
Ніна Іриниш,False,143,121,192,151.1
Ольга Оксаниш,False,173,123,150,151.1
Ніна Олегіш,True,103,186,180,151.0
Ірина Оксаниш,False,190,126,124,151.0
Марта Іриниш,False,156,108,187,150.9
Анна Богданіш,True,174,137,134,150.9
Юлія Іванниш,False,180,111,152,150.9
Ілля Ярославіш,True,162,153,134,150.89999999999998
Лідія Тарасіш,True,159,110,181,150.89999999999998
Софія Богданіш,True,122,185,155,150.8
Олег Вікторіш,True,104,193,171,150.8
Артем Дмитришенко,True,122,176,164,150.79999999999998
Наталія Ігоріш,False,170,164,112,150.79999999999998
Дмитро Софіїш,True,137,136,184,150.79999999999998
Анастасія Олексіїш,True,125,144,192,150.79999999999998
Анастасія Петріш,True,166,167,114,150.7
Іванна Ковтун,False,154,165,132,150.7
Оксана Софіїш,True,124,138,199,150.7
Олена Ігоріш,True,181,140,121,150.7
Максим Тарасіш,True,169,163,114,150.7
Сергій Іриниш,False,145,143,166,150.7
Вікторія Богданіш,False,198,107,131,150.60000000000002
Ганна Ілляш,True,137,171,148,150.5
Анатолій Тетяниш,False,158,145,146,150.5
Ольга Максиміш,False,137,178,141,150.5
Дмитро Маріїш,True,170,145,130,150.5
Софія Неборачко,False,140,176,139,150.5
Богдан Іриниш,False,131,160,167,150.5
Марія Людмилиш,False,142,115,197,150.4
Андрій Наталіїш,True,139,188,128,150.4
Анастасія Сергіїш,False,156,152,141,150.3
Ярослав Софіїш,False,117,161,184,150.29999999999998
Анна Іриниш,True,146,148,158,150.20000000000002
Ярослава Іванниш,True,149,112,190,150.2
Катерина Загвойко,True,167,140,138,150.2
Софія Тарасіш,True,173,118,152,150.2
Роман Ганниш,False,169,142,133,150.10000000000002
Ігор Іваниш,False,118,192,151,150.1
Михайло Андріїш,True,132,192,132,150.0
Тарас Олегіш,True,131,125,200,149.9
Анатолій Ковтун,True,170,168,105,149.9
Ігор Романіш,True,163,170,112,149.8
Андрій Богданіш,False,196,122,116,149.8
Анатолій Олегіш,False,139,168,146,149.8
Іван Наталіїш,True,154,103,191,149.8
Марія Алібіба,True,130,173,153,149.8
Ігор Іриниш,False,151,114,184,149.79999999999998
Марта Ярославиш,True,183,107,148,149.70000000000002
Ігор Артеміш,False,180,131,128,149.7
Марія Тарасіш,False,162,120,163,149.7
Ярослав Загвойко,True,126,166,165,149.7
Катерина Наталіїш,True,180,159,100,149.7
Ілля Тарасіш,True,185,148,104,149.6
Ілля Софіїш,False,125,141,191,149.6
Роман Петріш,False,137,156,160,149.6
Артем Олегіш,False,167,173,103,149.6
Ярослава Сергіїш,False,143,194,114,149.6
Ярослав Дмитріш,False,146,111,193,149.6
Тарас Сергіїш,True,145,170,135,149.5
Софія Лідіїш,False,136,190,127,149.5
Михайло Максиміш,True,112,163,186,149.5
Іванна Наталіїш,False,133,177,144,149.5
Олександр Ганниш,True,132,168,154,149.4
Людмила Тетяниш,True,138,193,121,149.39999999999998
Михайло Софіїш,False,119,159,180,149.3
Іванна Ілляш,False,158,181,106,149.3
Олег Ілляш,True,128,170,157,149.3
Ганна Олексіїш,False,155,152,139,149.29999999999998
Тетяна Неборачко,False,124,137,195,149.2
Андрій Ганниш,True,114,147,198,149.1
Тарас Анатоліїш,False,147,109,192,149.1
Артем Катериниш,False,168,144,129,149.1
Наталія Олександріш,False,150,151,146,149.1
Ганна Максиміш,True,135,163,154,149.1
Лідія Петріш,False,146,127,175,149.0
Іванна Анниш,False,170,151,119,149.0
Дмитро Ніниш,False,190,131,112,148.9
Петро Людмилиш,False,130,190,133,148.9
Анна Олексіїш,True,106,167,188,148.9
Сергій Алібіба,False,169,161,110,148.9
Віктор Загвойко,False,153,170,122,148.8
Тарас Романіш,False,171,161,107,148.8
Ілля Дмитріш,False,183,152,100,148.8
Марія Ігоріш,True,102,191,169,148.79999999999998
Іванна Максиміш,False,167,114,159,148.7
Богдан Товтиш,True,143,130,175,148.7
Ілля Анатоліїш,False,139,159,151,148.6
Лідія Дмитріш,False,102,179,180,148.5
Марта Олегіш,False,129,165,158,148.5
Людмила Тарасіш,False,150,135,160,148.5
Петро Катериниш,True,167,132,140,148.4
Вікторія Олександріш,False,190,134,107,148.29999999999998
Юлія Сергіїш,False,172,138,127,148.29999999999998
Максим Ніниш,False,168,107,163,148.20000000000002
Оксана Михайлиш,True,117,149,189,148.2
Артем Ілляш,True,117,163,175,148.2
Віктор Вікторіш,False,173,157,106,148.10000000000002
Роман Вікторіш,True,128,192,131,148.1
Людмила Максиміш,True,128,125,198,148.1
Іванна Тарасіш,True,167,144,127,148.1
Михайло Анниш,False,166,148,124,148.0
Ольга Ігоріш,False,172,119,145,148.0
Олена Ніниш,False,133,176,140,148.0
Юлія Тетяниш,False,178,134,122,148.0
Анна Катериниш,True,144,184,117,147.9
Ганна Іваниш,False,144,149,152,147.9
Богдан Ярославиш,False,165,134,139,147.89999999999998
Ірина Тетяниш,False,176,153,105,147.8
Анатолій Іваниш,False,137,195,115,147.8
Віктор Анниш,False,146,198,100,147.8
Богдан Ганниш,True,116,153,185,147.8
Людмила Неборачко,False,197,103,127,147.8
Ганна Оксаниш,True,104,197,157,147.79999999999998
Ніна Артеміш,False,151,153,138,147.70000000000002
Ольга Олександріш,False,166,133,138,147.70000000000002
Андрій Іваниш,False,148,194,101,147.7
Тарас Ганниш,False,156,158,126,147.60000000000002
Богдан Тетяниш,True,141,180,124,147.6
Сергій Ілляш,True,156,132,152,147.6
Іванна Дмитришенко,True,135,132,180,147.6
Оксана Людмилиш,True,173,125,136,147.5
Юлія Олексіїш,False,170,165,100,147.5
Ірина Дмитріш,True,191,120,117,147.5
Віктор Ярославіш,True,155,137,148,147.5
Лідія Іванниш,True,167,163,106,147.5
Віктор Богданіш,False,142,122,180,147.4
Андрій Іванниш,True,160,119,159,147.39999999999998
Олег Катериниш,True,190,109,129,147.39999999999998
Роман Тарасіш,False,133,128,186,147.39999999999998
Тетяна Лідіїш,False,147,174,121,147.3
Ганна Загвойко,True,150,101,190,147.3
Ілля Анниш,True,150,178,113,147.3
Вікторія Ковтун,True,132,177,138,147.3
Катерина Максиміш,False,168,128,139,147.29999999999998
Юлія Володимириш,True,171,144,119,147.29999999999998
Людмила Ярославиш,False,133,117,196,147.10000000000002
Лідія Олегіш,False,121,137,192,147.1
Ніна Михайлиш,True,127,126,195,147.1
Іванна Артеміш,True,112,193,148,147.1
Олег Ганниш,True,117,158,176,147.0
Ілля Іваниш,False,138,198,108,147.0
Олексій Товтиш,False,153,118,168,147.0
Марія Максиміш,False,105,166,184,147.0
Марта Ярославіш,False,147,112,182,147.0
Дмитро Андріїш,False,143,171,128,146.9
Юлія Товтиш,True,125,130,193,146.9
Петро Дмитріш,True,139,106,198,146.8
Анна Михайлиш,False,127,144,176,146.8
Віктор Софіїш,True,132,185,128,146.70000000000002
Олександр Неборачко,True,132,183,130,146.7
Ольга Алібіба,True,106,198,149,146.5
Ірина Олександріш,True,138,127,177,146.4
Софія Олексіїш,False,132,118,194,146.4
Наталія Богданіш,True,117,157,175,146.4
Наталія Наталіїш,False,120,159,169,146.39999999999998
Артем Софіїш,False,149,156,133,146.3
Олег Алібіба,True,158,105,172,146.3
Сергій Олегіш,False,107,179,166,146.3
Наталія Маріїш,False,169,115,147,146.20000000000002
Богдан Анниш,False,136,150,156,146.2
Марта Андріїш,True,172,140,118,146.2
Ніна Ярославиш,True,159,163,112,146.1
Артем Неборачко,False,147,139,152,146.1
Дмитро Людмилиш,False,110,173,167,146.0
Оксана Тарасіш,False,182,109,135,146.0
Ілля Олениш,True,112,147,190,145.9
Дмитро Романіш,True,148,106,183,145.9
Михайло Артеміш,False,118,147,182,145.9
Катерина Артеміш,False,181,136,109,145.9
Наталія Софіїш,True,172,142,115,145.9
Олександр Ярославіш,True,100,184,169,145.89999999999998
Олена Максиміш,True,144,156,138,145.8
Ольга Володимириш,True,171,104,154,145.8
Ніна Неборачко,False,126,136,182,145.8
Петро Ковтун,False,174,106,148,145.8
Андрій Ярославиш,False,159,118,156,145.8
Марта Іванниш,True,174,138,116,145.8
Богдан Іванниш,False,147,136,154,145.79999999999998
Дмитро Петріш,True,101,196,155,145.7
Лідія Вікторіїш,False,139,171,129,145.6
Михайло Лідіїш,True,178,131,117,145.6
Олексій Дмитришенко,True,143,112,182,145.4
Павло Лідіїш,True,155,171,107,145.4
Олексій Іриниш,False,160,101,170,145.3
Іванна Андріїш,False,160,120,151,145.3
Анастасія Ганниш,True,184,118,121,145.3
Анастасія Ярославіш,True,199,109,110,145.3
Ольга Тарасіш,False,106,194,149,145.29999999999998
Тетяна Володимириш,True,178,113,134,145.29999999999998
Петро Ілляш,True,124,145,174,145.29999999999998
Наталія Володимириш,True,192,109,119,145.2
Андрій Володимириш,True,138,108,192,145.2
Дмитро Ковтун,False,126,157,159,145.2
Анна Маріїш,False,125,162,155,145.1
Сергій Іванниш,False,170,150,107,145.1
Михайло Олександріш,False,119,165,160,145.1
Володимир Товтиш,False,167,160,101,145.1
Людмила Михайлиш,False,167,149,112,145.1
Марія Артеміш,False,182,109,132,145.1
Дмитро Іриниш,True,190,107,123,145.0
Тарас Товтиш,False,132,128,179,144.9
Вікторія Володимириш,True,113,192,140,144.8
Іванна Ніниш,False,134,157,147,144.8
Ганна Андріїш,False,140,187,109,144.79999999999998
Лідія Ганниш,False,134,150,154,144.79999999999998
Катерина Ілляш,False,136,143,158,144.70000000000002
Максим Дмитріш,True,160,103,166,144.7
Лідія Максиміш,False,136,127,174,144.7
Павло Ганниш,True,183,133,105,144.6
Роман Олениш,True,147,167,119,144.6
Роман Володимириш,False,171,137,117,144.6
Ольга Катериниш,True,104,176,167,144.5
Ярослава Товтиш,True,116,134,193,144.5
Ігор Оксаниш,False,155,101,174,144.5
Лідія Ілляш,True,122,157,162,144.5
Ірина Вікторіш,True,136,190,110,144.4
Юлія Дмитришенко,False,139,145,151,144.39999999999998
Богдан Богданіш,True,138,139,158,144.3
Петро Оксаниш,False,153,162,115,144.3
Ніна Ковтун,True,144,112,177,144.3
Анна Лідіїш,True,164,126,136,144.2
Софія Маріїш,True,137,107,191,144.2
Ярослава Дмитришенко,False,167,126,132,144.2
Володимир Ярославіш,False,170,132,122,144.2
Артем Ганниш,True,119,176,146,144.2
Дмитро Ганниш,True,155,153,121,144.2
Марта Ілляш,True,124,157,158,144.1
Олег Товтиш,False,121,129,190,144.1
Максим Ганниш,False,157,161,110,144.1
Максим Вікторіш,False,187,130,101,144.1
Олег Іриниш,True,136,189,110,144.1
Михайло Анатоліїш,False,105,156,184,144.0
Тетяна Ярославіш,False,131,166,139,143.9
Людмила Софіїш,False,149,178,103,143.9
Ірина Вікторіїш,True,182,117,120,143.9
Анастасія Неборачко,True,134,134,167,143.9
Ілля Ілляш,False,151,148,130,143.8
Роман Алібіба,False,109,149,185,143.8
Павло Вікторіїш,False,154,155,119,143.79999999999998
Олександр Лідіїш,True,136,164,134,143.79999999999998
Сергій Софіїш,True,178,133,109,143.79999999999998
Наталія Петріш,True,141,172,119,143.7
Михайло Михайлиш,False,171,130,121,143.7
Володимир Ніниш,False,162,139,124,143.7
Артем Ковтун,True,108,197,138,143.7
Богдан Петріш,False,111,166,165,143.7
Петро Іванниш,False,188,123,105,143.6
Лідія Іриниш,False,113,156,172,143.6
Тарас Іванниш,False,136,131,166,143.5
Катерина Анатоліїш,True,103,187,154,143.5
Марта Катериниш,True,169,114,139,143.5
Ольга Ковтун,True,138,124,170,143.4
Роман Анатоліїш,True,174,104,142,143.4
Марта Ковтун,True,180,119,119,143.39999999999998
Іванна Анатоліїш,False,146,133,150,143.3
Марта Дмитріш,True,119,167,152,143.3
Марія Тетяниш,True,176,126,117,143.3
Ірина Ярославіш,True,110,154,177,143.29999999999998
Олена Олегіш,True,118,132,188,143.20000000000002
Марта Дмитришенко,False,133,173,127,143.2
Олексій Ярославіш,True,139,149,143,143.2
Павло Катериниш,True,135,163,134,143.1
Оксана Петріш,True,138,159,134,143.1
Ірина Катериниш,False,165,112,145,143.1
Анатолій Сергіїш,False,105,138,199,143.1
Ірина Анниш,True,161,156,106,143.0
Вікторія Катериниш,True,163,146,113,142.9
Тетяна Оксаниш,False,118,131,188,142.9
Наталія Сергіїш,False,160,135,128,142.9
Максим Вікторіїш,True,190,110,113,142.9
Ярослава Вікторіш,True,192,105,115,142.8
Олексій Олександріш,True,144,144,140,142.8
Анатолій Софіїш,True,147,153,127,142.8
Оксана Олександріш,False,194,100,117,142.70000000000002
Катерина Лідіїш,True,122,167,146,142.7
Максим Тетяниш,False,128,156,149,142.7
Юлія Олександріш,False,143,125,160,142.7
Ірина Ярославиш,True,149,136,141,142.7
Людмила Олексіїш,False,128,145,160,142.7
Марта Артеміш,True,127,161,145,142.6
Сергій Ігоріш,False,148,178,100,142.6
Олександр Дмитріш,False,126,113,194,142.5
Тетяна Ілляш,True,132,124,175,142.5
Ніна Вікторіїш,False,149,154,122,142.4
Лідія Дмитришенко,False,131,132,168,142.4
Ганна Ковтун,True,151,126,147,142.3
Андрій Ігоріш,False,135,176,118,142.2
Оксана Дмитріш,False,141,149,137,142.2
Олексій Тарасіш,True,183,118,112,142.2
Олена Олениш,True,161,123,136,142.10000000000002
Андрій Олексіїш,True,140,111,176,142.1
Максим Іванниш,False,106,136,196,142.0
Катерина Ковтун,True,100,175,165,142.0
Максим Неборачко,False,118,189,127,142.0
Ярослав Олениш,True,121,135,177,142.0
Наталія Катериниш,False,132,192,105,141.9
Олег Наталіїш,True,174,120,121,141.9
Ірина Дмитришенко,False,133,126,169,141.7
Іван Олениш,True,148,141,134,141.7
Вікторія Оксаниш,True,173,138,103,141.5
Анатолій Ярославіш,False,137,180,109,141.5
Андрій Дмитріш,False,161,157,100,141.5
Артем Ярославіш,False,124,117,189,141.4
Ярослав Ігоріш,True,151,168,102,141.4
Вікторія Анниш,True,136,105,185,141.4
Сергій Ярославіш,True,139,158,128,141.4
Анна Ганниш,False,145,160,118,141.4
Ярослава Артеміш,False,127,110,192,141.4
Ганна Вікторіїш,False,187,120,102,141.4
Ярослава Неборачко,False,136,154,136,141.39999999999998
Ольга Загвойко,False,138,169,118,141.3
Ілля Ковтун,False,126,166,137,141.3
Ганна Дмитріш,False,170,121,123,141.2
Тетяна Катериниш,True,125,159,145,141.2
Тетяна Тарасіш,True,104,137,195,141.2
Артем Олениш,True,142,133,148,141.1
Іван Катериниш,True,100,187,150,141.1
Анастасія Вікторіїш,False,175,130,107,141.1
Софія Ілляш,True,121,155,154,141.1
Тетяна Ковтун,False,153,153,113,141.0
Артем Ярославиш,False,135,158,132,141.0
Катерина Дмитришенко,False,119,169,142,140.9
Катерина Богданіш,True,107,135,192,140.9
Марта Тетяниш,False,170,125,118,140.9
Софія Анатоліїш,False,179,117,114,140.9
Олексій Андріїш,False,146,131,144,140.9
Лідія Богданіш,True,149,171,100,140.9
Олексій Ігоріш,True,146,111,164,140.9
Анатолій Андріїш,False,127,115,185,140.8
Оксана Анатоліїш,False,139,129,155,140.8
Ярослава Романіш,False,112,186,134,140.79999999999998
Юлія Ілляш,False,100,182,154,140.79999999999998
Ірина Тарасіш,False,153,107,158,140.70000000000002
Оксана Олениш,True,138,146,139,140.7
Ганна Дмитришенко,True,132,167,126,140.7
Петро Петріш,False,117,136,177,140.7
Анастасія Катериниш,False,147,142,131,140.7
Ніна Оксаниш,False,177,125,108,140.7
Роман Неборачко,False,118,146,165,140.5
Ніна Дмитріш,False,163,103,148,140.5
Ярослава Андріїш,False,100,185,150,140.5
Юлія Ігоріш,False,130,158,137,140.5
Ганна Маріїш,True,115,177,138,140.5
Юлія Людмилиш,True,109,180,143,140.5
Павло Анатоліїш,True,148,116,155,140.5
Михайло Тарасіш,True,174,107,129,140.4
Сергій Олександріш,False,183,106,118,140.4
Анна Ярославиш,True,122,128,177,140.3
Максим Анатоліїш,False,131,116,177,140.3
Олег Неборачко,True,116,154,159,140.29999999999998
Ніна Загвойко,False,160,112,142,140.2
Вікторія Андріїш,True,160,110,144,140.2
Анна Оксаниш,True,115,188,126,140.2
Дмитро Катериниш,True,123,177,126,140.10000000000002
Роман Сергіїш,True,171,106,133,140.1
Ярослава Петріш,False,168,136,107,140.1
Олена Романіш,True,104,141,187,140.0
Людмила Лідіїш,False,167,122,122,140.0
Петро Товтиш,False,130,129,164,139.89999999999998
Анастасія Романіш,False,138,181,101,139.8
Оксана Маріїш,False,123,115,187,139.8
Вікторія Іванниш,True,105,137,189,139.79999999999998
Оксана Ковтун,True,122,170,133,139.70000000000002
Катерина Ярославіш,False,149,116,151,139.7
Людмила Петріш,True,158,104,151,139.7
Наталія Дмитришенко,True,149,105,162,139.7
Богдан Олексіїш,False,124,180,120,139.6
Олександр Людмилиш,False,130,137,155,139.6
Роман Ярославіш,True,100,197,135,139.6
Тарас Олениш,True,135,153,132,139.5
Анна Володимириш,True,117,114,195,139.5
Ірина Петріш,True,162,120,129,139.5
Ніна Товтиш,False,114,188,125,139.5
Лідія Алібіба,False,141,100,177,139.5
Сергій Ярославиш,True,113,166,148,139.4
Богдан Вікторіш,False,122,164,138,139.4
Сергій Артеміш,True,169,117,122,139.3
Людмила Богданіш,False,151,139,124,139.29999999999998
Ярослав Андріїш,True,174,117,115,139.20000000000002
Юлія Максиміш,False,174,130,102,139.20000000000002
Роман Олександріш,False,132,165,123,139.20000000000002
Ганна Артеміш,False,165,130,114,139.2
Володимир Володимириш,False,120,179,125,139.2
Олег Ігоріш,False,159,143,109,139.2
Володимир Ігоріш,False,144,145,127,139.2
Ярослава Олениш,False,114,139,173,139.2
Вікторія Іриниш,False,152,125,136,139.10000000000002
Ганна Тарасіш,False,158,117,136,139.10000000000002
Вікторія Сергіїш,False,134,184,101,139.1
Володимир Олексіїш,True,143,141,132,139.1
Володимир Вікторіїш,True,122,151,150,139.1
Максим Маріїш,True,142,147,127,139.0
Марія Загвойко,False,115,186,124,139.0
Іванна Ярославиш,False,115,161,149,139.0
Юлія Ковтун,False,114,179,132,138.9
Марія Іриниш,True,144,156,115,138.9
Олена Лідіїш,True,114,179,132,138.9
Ольга Товтиш,True,168,101,138,138.9
Лідія Володимириш,False,102,132,194,138.6
Михайло Оксаниш,False,174,102,128,138.6
Ярослав Дмитришенко,True,131,105,182,138.5
Олег Романіш,False,118,134,170,138.4
Олександр Вікторіш,True,112,166,146,138.39999999999998
Андрій Анниш,False,123,109,188,138.3
Богдан Тарасіш,False,159,128,121,138.3
Анна Софіїш,False,153,138,119,138.29999999999998
Дмитро Алібіба,True,119,180,122,138.2
Ніна Олександріш,True,122,111,187,138.2
Петро Вікторіїш,False,149,143,119,138.2
Оксана Оксаниш,False,134,134,148,138.2
Олексій Ковтун,False,145,145,122,138.1
Ярослав Алібіба,True,145,148,119,138.1
Віктор Іриниш,True,109,185,130,138.1
Сергій Ковтун,True,138,138,138,138.0
Ганна Товтиш,False,127,161,129,137.79999999999998
Олена Загвойко,True,132,143,140,137.7
Анастасія Маріїш,True,113,174,134,137.6
Вікторія Вікторіїш,True,128,163,125,137.6
Віктор Тарасіш,False,104,190,130,137.6
Людмила Ніниш,True,119,190,110,137.6
Андрій Неборачко,False,110,133,179,137.6
Ніна Анниш,True,104,121,199,137.6
Олександр Наталіїш,True,158,128,120,137.6
Ярослава Маріїш,False,140,150,122,137.6
Андрій Артеміш,False,103,181,140,137.5
Людмила Катериниш,False,109,188,125,137.5
Ольга Лідіїш,False,130,133,152,137.5
Павло Іванниш,False,135,126,152,137.4
Олена Неборачко,True,105,134,184,137.39999999999998
Олександр Тарасіш,True,104,194,125,137.3
Тарас Дмитришенко,True,158,113,134,137.29999999999998
Андрій Катериниш,False,151,116,140,137.2
Іван Софіїш,True,149,155,103,137.0
Максим Михайлиш,True,128,117,169,137.0
Ірина Ганниш,True,170,126,104,137.0
Ігор Михайлиш,False,148,126,133,136.9
Олександр Загвойко,True,127,117,170,136.9
Тарас Софіїш,False,130,140,143,136.9
Дмитро Наталіїш,True,148,141,118,136.9
Ілля Ганниш,False,123,154,138,136.8
Ігор Софіїш,True,113,112,193,136.70000000000002
Анатолій Максиміш,False,101,183,138,136.70000000000002
Катерина Тарасіш,True,122,109,184,136.7
Ольга Артеміш,False,106,168,146,136.60000000000002
Роман Ігоріш,False,112,121,185,136.6
Олег Іваниш,True,100,182,140,136.6
Максим Петріш,True,123,174,117,136.5
Дмитро Іваниш,True,126,182,105,136.5
Дмитро Олександріш,True,141,124,143,136.5
Ігор Тетяниш,False,147,128,131,136.5
Віктор Ганниш,False,168,113,118,136.5
Софія Сергіїш,False,124,168,121,136.3
Катерина Анниш,True,115,132,169,136.29999999999998
Михайло Дмитріш,True,144,115,147,136.2
Олексій Вікторіш,True,110,147,160,136.1
Михайло Ілляш,True,104,185,130,136.1
Віктор Катериниш,False,109,173,135,136.0
Лідія Олениш,True,121,141,151,136.0
Павло Ярославіш,False,102,122,195,135.9
Наталія Вікторіїш,True,128,174,108,135.8
Ніна Софіїш,True,106,189,122,135.7
Роман Ілляш,True,108,128,180,135.6
Вікторія Загвойко,False,153,113,135,135.6
Ярослав Ковтун,False,138,153,115,135.6
Ярослав Катериниш,True,156,130,114,135.6
Анастасія Андріїш,True,122,108,181,135.5
Ганна Неборачко,True,137,163,106,135.5
Петро Артеміш,False,121,122,168,135.4
Олена Дмитріш,False,154,146,100,135.4
Ірина Іванниш,False,100,127,191,135.39999999999998
Іван Анатоліїш,False,121,139,151,135.39999999999998
Оксана Богданіш,True,111,140,163,135.3
Ігор Володимириш,False,117,103,192,135.3
Ілля Богданіш,False,132,149,126,135.3
Максим Ілляш,False,151,108,141,135.10000000000002
Марія Наталіїш,False,142,122,139,135.1
Лідія Ігоріш,False,103,138,175,135.1
Олександр Максиміш,False,147,107,147,135.0
Наталія Загвойко,False,144,122,136,135.0
Дмитро Товтиш,True,171,120,102,135.0
Людмила Ілляш,True,113,172,127,134.9
Богдан Анатоліїш,True,146,152,103,134.9
Тетяна Людмилиш,False,178,107,105,134.8
Сергій Андріїш,False,124,118,166,134.8
Марта Анатоліїш,True,123,142,143,134.70000000000002
Олег Ніниш,True,114,157,140,134.7
Марта Товтиш,True,162,124,109,134.7
Роман Максиміш,False,129,174,103,134.7
Петро Вікторіш,True,107,196,110,134.6
Олег Загвойко,False,127,107,172,134.5
Артем Володимириш,True,124,157,126,134.5
Ірина Олениш,False,124,139,144,134.5
Ірина Неборачко,True,103,121,190,134.5
Ольга Романіш,False,121,172,115,134.5
