ПІБ,Пільги,Бал з математики,Бал з англійської,Бал з української,Рейтинг
Олег Дмитришенко,True,159,175,129,154.79999999999998
Віктор Олексіїш,True,137,197,136,154.7
Дмитро Іваниш,True,134,165,172,154.7
Тетяна Сергіїш,False,174,103,180,154.5
Ярослава Загвойко,True,137,155,177,154.4
Оксана Дмитришенко,False,145,150,171,154.3
Артем Андріїш,False,157,123,182,154.3
Максим Вікторіш,False,160,179,122,154.29999999999998
Павло Тарасіш,True,192,100,158,154.20000000000002
Ярослав Михайлиш,True,192,134,124,154.2
Олег Ярославіш,True,135,157,177,154.2
Марія Олениш,False,186,119,147,154.2
Анатолій Анатоліїш,False,126,192,154,154.2
Марта Маріїш,False,146,171,148,154.1
Юлія Софіїш,False,191,140,119,154.1
Михайло Дмитріш,True,163,165,131,154.0
Тетяна Лідіїш,True,142,190,134,154.0
Наталія Володимириш,True,117,194,163,153.9
Софія Олениш,False,111,185,180,153.9
Олександр Іваниш,False,123,166,183,153.9
Анастасія Загвойко,True,159,153,148,153.9
Богдан Артеміш,True,173,142,140,153.8
Ігор Наталіїш,False,164,131,163,153.8
Олександр Вікторіш,False,182,103,167,153.79999999999998
Олексій Лідіїш,False,191,119,139,153.79999999999998
Людмила Богданіш,False,115,193,166,153.7
Анна Оксаниш,True,163,155,140,153.7
Анна Вікторіш,False,130,172,167,153.7
Олена Олексіїш,False,108,177,191,153.60000000000002
Вікторія Неборачко,True,141,144,180,153.6
Вікторія Наталіїш,True,198,120,128,153.6
Марта Іванниш,True,147,133,183,153.6
Олена Богданіш,False,179,171,102,153.5
Юлія Ярославіш,True,161,194,103,153.5
Наталія Людмилиш,False,140,185,140,153.5
Ганна Сергіїш,False,194,126,127,153.5
Іванна Анатоліїш,False,122,166,183,153.5
Софія Олександріш,True,140,176,149,153.5
Ілля Лідіїш,False,169,157,129,153.4
Ігор Товтиш,True,144,182,137,153.3
Лідія Сергіїш,False,164,132,160,153.20000000000002
Катерина Іванниш,False,163,121,172,153.1
Катерина Тарасіш,False,172,126,155,153.1
Людмила Маріїш,True,190,146,111,153.1
Вікторія Михайлиш,False,145,196,121,153.1
Тетяна Ярославіш,False,147,150,164,153.0
Олександр Людмилиш,True,198,105,141,153.0
Андрій Тетяниш,False,165,178,112,153.0
Ярослав Людмилиш,False,165,105,185,153.0
Петро Ярославіш,True,150,157,153,153.0
Ярослав Лідіїш,False,147,143,171,153.0
Людмила Дмитришенко,True,151,125,183,152.8
Ілля Софіїш,True,181,107,161,152.8
Юлія Маріїш,True,178,138,134,152.79999999999998
Іван Лідіїш,True,126,195,146,152.7
Катерина Товтиш,True,183,102,163,152.7
Ярослава Максиміш,True,179,165,105,152.60000000000002
Богдан Іриниш,False,152,192,114,152.6
Ярослава Петріш,False,167,138,148,152.6
Максим Ніниш,False,134,151,179,152.6
Сергій Ганниш,True,145,154,161,152.5
Марія Олегіш,False,184,149,114,152.5
Лідія Анниш,False,139,170,153,152.5
Олексій Олениш,False,166,161,126,152.5
Олена Олегіш,False,177,144,128,152.4
Ніна Петріш,False,143,187,130,152.3
Петро Ковтун,False,122,189,156,152.3
Юлія Іванниш,True,131,183,150,152.3
Михайло Іриниш,True,169,136,146,152.2
Анна Дмитріш,False,121,146,200,152.2
Богдан Тетяниш,True,157,138,160,152.2
Марія Загвойко,True,192,136,115,152.10000000000002
Петро Неборачко,False,144,176,139,152.1
Юлія Михайлиш,False,135,171,156,152.1
Іван Дмитріш,False,176,111,161,152.0
Іванна Олександріш,True,163,124,165,151.9
Михайло Петріш,False,112,191,166,151.89999999999998
Артем Тарасіш,False,174,134,140,151.8
Оксана Дмитріш,False,171,164,114,151.79999999999998
Володимир Ганниш,True,153,193,109,151.79999999999998
Михайло Богданіш,False,176,163,108,151.70000000000002
Наталія Софіїш,False,167,171,112,151.7
Анна Андріїш,True,148,189,119,151.6
Максим Анатоліїш,True,163,114,174,151.6
Богдан Неборачко,True,133,155,173,151.6
Анна Петріш,False,166,114,170,151.6
Іван Алібіба,False,129,156,177,151.5
Роман Анатоліїш,True,108,174,187,151.5
Анастасія Артеміш,True,153,149,152,151.5
Ярослав Неборачко,False,134,184,142,151.4
Володимир Загвойко,True,191,139,111,151.39999999999998
Олександр Тарасіш,True,169,121,158,151.3
Андрій Неборачко,False,186,113,143,151.20000000000002
Олексій Іваниш,True,195,111,133,151.2
Сергій Неборачко,True,120,192,152,151.2
Ніна Олександріш,True,177,118,150,151.2
Тарас Максиміш,False,165,177,107,151.2
Оксана Олегіш,True,152,115,186,151.10000000000002
Артем Алібіба,False,140,180,137,151.1
Марта Наталіїш,True,170,111,166,151.1
Тарас Неборачко,True,182,107,154,151.1
Ганна Олексіїш,False,175,124,146,151.0
Максим Вікторіїш,True,154,101,197,151.0
Максим Олександріш,False,117,194,153,150.9
Катерина Олексіїш,False,138,132,187,150.9
Михайло Андріїш,False,150,139,164,150.89999999999998
Анатолій Олександріш,False,173,126,146,150.8
Людмила Іванниш,False,149,163,141,150.8
Оксана Олексіїш,True,139,133,184,150.7
Роман Людмилиш,True,181,134,127,150.7
Олександр Ярославиш,True,136,132,189,150.7
Тетяна Михайлиш,False,192,118,128,150.60000000000002
Наталія Ганниш,True,108,166,192,150.6
Оксана Маріїш,False,150,141,161,150.6
Іван Сергіїш,True,167,132,147,150.5
Анна Михайлиш,True,152,118,181,150.5
Анна Лідіїш,False,173,120,151,150.5
Дмитро Романіш,True,149,162,141,150.5
Оксана Іваниш,True,140,117,198,150.5
Наталія Іриниш,True,158,168,123,150.5
Михайло Вікторіш,False,142,187,125,150.4
Катерина Ніниш,False,172,144,128,150.4
Артем Ярославіш,False,153,195,102,150.3
Марта Лідіїш,True,141,176,137,150.3
Анна Іваниш,True,138,159,158,150.3
Людмила Ніниш,True,141,172,141,150.3
Володимир Олександріш,True,153,153,144,150.29999999999998
Володимир Богданіш,False,161,104,182,150.20000000000002
Анна Тарасіш,True,113,154,196,150.2
Марія Вікторіїш,False,161,149,137,150.2
Роман Михайлиш,False,119,196,146,150.2
Софія Олексіїш,True,187,125,126,150.1
Марта Неборачко,False,148,110,193,150.1
Анатолій Іванниш,True,193,100,143,150.1
Артем Володимириш,False,163,134,149,150.1
Олег Анатоліїш,False,181,105,154,150.1
Ірина Ярославіш,False,189,117,131,150.0
Анатолій Ярославиш,True,162,122,162,150.0
Тетяна Максиміш,True,192,103,141,150.0
Марта Ярославіш,True,150,132,168,150.0
Роман Товтиш,True,179,155,106,149.9
Артем Неборачко,True,173,156,113,149.9
Вікторія Іриниш,False,119,184,157,149.9
Тарас Артеміш,True,182,105,152,149.9
Марта Дмитріш,True,157,122,168,149.8
Володимир Ніниш,False,160,182,104,149.79999999999998
Володимир Софіїш,True,150,108,191,149.7
Артем Анатоліїш,True,143,155,153,149.6
Дмитро Ярославіш,False,178,160,101,149.5
Лідія Олениш,False,163,178,103,149.5
Ольга Олениш,True,172,162,107,149.5
Людмила Тарасіш,False,142,162,147,149.5
Артем Маріїш,True,145,156,149,149.5
Анастасія Сергіїш,True,138,199,115,149.4
Оксана Софіїш,False,198,104,130,149.4
Андрій Оксаниш,True,141,165,145,149.4
Ілля Тарасіш,False,176,107,156,149.3
Наталія Сергіїш,False,149,159,140,149.3
Іван Ніниш,True,110,167,184,149.29999999999998
Ольга Олегіш,True,185,132,119,149.29999999999998
Тетяна Людмилиш,False,115,152,192,149.2
Вікторія Ніниш,False,100,174,190,149.2
Максим Іванниш,True,135,124,193,149.1
Дмитро Ганниш,True,156,124,165,149.1
Софія Ганниш,False,111,174,175,149.1
Віктор Андріїш,True,170,102,168,149.0
Юлія Дмитріш,True,179,100,158,149.0
Михайло Людмилиш,False,176,117,145,149.0
Максим Оксаниш,False,157,127,160,148.9
Тарас Тетяниш,False,163,171,108,148.9
Петро Олегіш,False,163,159,120,148.9
Ярослава Іваниш,False,133,164,155,148.9
Артем Іриниш,False,132,158,162,148.8
Віктор Загвойко,False,138,115,197,148.8
Сергій Андріїш,False,137,187,126,148.7
Іванна Софіїш,True,146,170,131,148.7
Анастасія Дмитришенко,True,196,130,104,148.6
Катерина Анатоліїш,True,136,144,170,148.6
Анатолій Наталіїш,False,136,115,199,148.6
Лідія Анатоліїш,False,142,156,150,148.6
Олександр Загвойко,False,130,200,122,148.6
Олексій Загвойко,False,132,147,172,148.5
Тетяна Олегіш,False,138,120,191,148.5
Марта Артеміш,False,102,195,164,148.5
Катерина Дмитришенко,True,129,187,136,148.5
Андрій Сергіїш,True,191,105,135,148.4
Олена Максиміш,True,155,170,118,148.4
Олена Іваниш,True,179,120,136,148.4
Марія Дмитришенко,True,197,109,123,148.4
Тетяна Анатоліїш,False,190,118,123,148.3
Олександр Ганниш,False,103,178,179,148.29999999999998
Максим Романіш,False,174,147,115,148.20000000000002
Анатолій Лідіїш,True,198,111,119,148.2
Ірина Михайлиш,False,141,145,161,148.2
Петро Людмилиш,True,137,118,193,148.1
Сергій Тетяниш,True,187,130,114,148.0
Олег Іриниш,False,124,181,147,148.0
Ілля Романіш,False,186,104,141,147.9
Віктор Ковтун,False,156,185,100,147.9
Богдан Ніниш,True,170,128,138,147.8
Віктор Олександріш,False,128,151,171,147.8
Олег Андріїш,True,179,128,126,147.8
Ганна Олениш,False,169,143,124,147.7
Артем Вікторіш,True,160,134,145,147.7
Ірина Тарасіш,True,163,155,120,147.7
Богдан Сергіїш,True,112,199,144,147.7
Олександр Володимириш,False,153,131,157,147.6
Дмитро Товтиш,False,150,105,187,147.6
Людмила Романіш,True,147,159,137,147.6
Марта Тарасіш,False,141,199,105,147.6
Оксана Ярославиш,False,143,128,173,147.5
Віктор Катериниш,False,179,130,123,147.5
Іванна Вікторіїш,False,154,127,159,147.4
Оксана Ковтун,True,196,105,125,147.4
Максим Артеміш,True,102,200,155,147.3
Артем Іванниш,False,117,152,183,147.3
Оксана Неборачко,False,111,166,177,147.3
Артем Дмитріш,True,150,109,182,147.29999999999998
Михайло Максиміш,False,146,146,150,147.2
Ольга Маріїш,True,122,152,176,147.2
Сергій Алібіба,True,199,122,103,147.10000000000002
Дмитро Маріїш,True,148,144,149,147.1
Вікторія Алібіба,False,145,106,191,147.1
Катерина Ганниш,True,121,144,185,147.1
Анатолій Дмитріш,False,156,168,114,147.0
Ярослав Ярославіш,True,126,166,156,147.0
Олександр Товтиш,True,120,155,175,147.0
Тетяна Софіїш,False,183,133,113,147.0
Ігор Петріш,True,131,128,187,146.9
Артем Ярославиш,False,149,138,153,146.9
Ірина Оксаниш,True,188,118,121,146.89999999999998
Марія Іваниш,True,128,153,166,146.89999999999998
Ганна Людмилиш,False,118,144,188,146.8
Софія Сергіїш,True,115,198,138,146.8
Іван Вікторіш,False,178,113,139,146.79999999999998
Володимир Неборачко,True,132,197,116,146.7
Тарас Володимириш,True,132,174,139,146.7
Ніна Іриниш,True,123,154,171,146.7
Катерина Вікторіїш,False,198,103,122,146.7
Петро Анатоліїш,True,134,143,167,146.6
Тарас Софіїш,True,122,173,153,146.6
Сергій Наталіїш,True,155,124,158,146.6
Ганна Ілляш,True,145,151,144,146.5
Ірина Дмитришенко,False,142,140,159,146.5
Роман Ніниш,True,133,158,153,146.5
Ірина Володимириш,True,105,190,158,146.4
Катерина Іваниш,False,138,142,162,146.4
Дмитро Михайлиш,True,129,187,129,146.4
Максим Богданіш,False,177,133,119,146.39999999999998
Богдан Анниш,True,164,102,167,146.3
Андрій Анниш,True,121,193,133,146.20000000000002
Ольга Ігоріш,True,175,154,100,146.2
Ярослава Неборачко,False,181,125,121,146.2
Наталія Петріш,False,174,110,145,146.10000000000002
Олег Ніниш,True,183,138,105,146.1
Ярослава Маріїш,True,177,103,148,146.1
Ніна Іваниш,False,135,136,171,146.1
Віктор Наталіїш,False,171,131,128,146.1
Тарас Тарасіш,False,168,113,150,146.1
Ярослава Олениш,False,138,174,129,146.1
Олександр Михайлиш,True,140,152,148,146.0
Андрій Дмитришенко,False,161,124,148,146.0
Андрій Софіїш,True,182,130,114,146.0
Ярослав Товтиш,False,158,100,176,146.0
Сергій Вікторіш,False,194,117,111,146.0
Олександр Алібіба,True,188,133,103,146.0
Тетяна Ярославиш,False,134,195,113,146.0
Ольга Алібіба,True,110,143,197,146.0
Максим Максиміш,False,157,170,107,145.9
Марта Людмилиш,False,115,193,140,145.9
Олексій Дмитріш,True,133,172,137,145.9
Павло Товтиш,True,130,200,113,145.9
Іван Олегіш,True,130,184,129,145.89999999999998
Софія Ярославіш,True,109,149,192,145.89999999999998
Богдан Ярославіш,False,124,170,151,145.89999999999998
Ольга Товтиш,True,189,121,113,145.8
Тарас Оксаниш,False,141,171,127,145.8
Катерина Романіш,False,165,143,123,145.8
Артем Олександріш,True,200,107,112,145.7
Олег Тарасіш,True,103,150,198,145.6
Анастасія Тетяниш,True,160,170,102,145.6
Володимир Анниш,True,154,108,172,145.6
Олексій Вікторіш,True,157,151,125,145.6
Юлія Ярославиш,True,145,176,116,145.6
Тарас Ковтун,True,120,193,132,145.5
Олена Лідіїш,True,156,173,104,145.5
Михайло Олексіїш,False,104,156,190,145.4
Роман Ігоріш,False,158,139,135,145.4
Павло Ігоріш,True,119,193,133,145.4
Ганна Ганниш,False,170,125,133,145.4
Ніна Маріїш,True,118,177,150,145.3
Ніна Ярославіш,False,154,157,122,145.3
Ярослава Олександріш,True,154,143,136,145.3
Богдан Іваниш,True,117,131,197,145.2
Ігор Андріїш,True,126,156,160,145.2
Ганна Ярославиш,False,162,135,133,145.2
Анатолій Ілляш,True,138,126,174,145.2
Марія Ярославіш,True,191,113,116,145.10000000000002
Ірина Петріш,False,185,127,110,145.1
Іван Дмитришенко,True,128,158,155,145.1
Ярослава Андріїш,False,131,187,122,145.1
Вікторія Товтиш,False,121,133,189,145.0
Роман Олексіїш,True,157,153,121,145.0
Павло Артеміш,True,168,104,155,144.9
Максим Ілляш,False,171,150,105,144.9
Іван Ярославиш,False,168,111,148,144.9
Катерина Михайлиш,False,174,114,137,144.9
Ірина Богданіш,False,120,127,196,144.89999999999998
Тарас Вікторіш,True,173,128,124,144.79999999999998
Олена Петріш,False,101,154,194,144.79999999999998
Михайло Олениш,False,178,133,112,144.7
Олег Ігоріш,True,118,134,191,144.7
Олексій Ніниш,False,126,146,168,144.6
Анастасія Ніниш,False,167,127,132,144.5
Олександр Анниш,True,101,198,149,144.5
Анатолій Ярославіш,False,158,165,106,144.5
Олег Маріїш,True,133,140,164,144.4
Вікторія Ілляш,True,106,165,175,144.4
Олена Тетяниш,False,118,178,146,144.39999999999998
Анна Дмитришенко,True,115,189,139,144.39999999999998
Сергій Ковтун,False,162,159,106,144.3
Олексій Ярославиш,True,144,139,150,144.3
Павло Оксаниш,False,144,183,106,144.3
Анна Олексіїш,True,110,141,193,144.2
Ілля Ярославіш,True,101,175,171,144.2
Ірина Ковтун,False,146,135,151,144.2
Олег Вікторіш,True,187,131,100,144.1
Людмила Олегіш,False,181,134,105,144.1
Роман Ярославиш,True,148,114,169,144.1
Ярослава Романіш,False,148,148,135,144.1
Оксана Іванниш,False,145,102,185,144.1
Юлія Тарасіш,True,124,167,148,144.1
Вікторія Оксаниш,True,135,183,117,144.0
Марія Людмилиш,False,108,171,165,144.0
Олена Ігоріш,False,192,118,106,144.0
Іван Ілляш,False,141,107,185,144.0
Ірина Іванниш,False,143,139,150,143.9
Ольга Дмитріш,False,125,185,128,143.9
Петро Катериниш,False,130,151,155,143.8
Олександр Артеміш,True,127,161,149,143.79999999999998
Павло Ніниш,True,153,170,105,143.7
Ярослав Оксаниш,True,198,103,112,143.7
Юлія Катериниш,False,143,130,158,143.6
Марія Наталіїш,False,125,187,125,143.6
Віктор Петріш,True,134,200,100,143.6
Лідія Вікторіш,False,155,106,166,143.6
Ярослава Михайлиш,False,142,115,174,143.5
Андрій Загвойко,True,106,146,191,143.5
Наталія Олениш,True,115,196,129,143.5
Ярослава Іриниш,True,189,113,113,143.4
Іванна Максиміш,False,141,100,190,143.4
Анастасія Богданіш,False,141,111,179,143.4
Ілля Дмитріш,True,135,152,146,143.39999999999998
Наталія Дмитріш,True,159,120,146,143.39999999999998
Ярослав Петріш,False,131,117,186,143.3
Ігор Артеміш,False,134,109,190,143.3
Ігор Олександріш,False,158,142,125,143.3
Ганна Олегіш,False,119,176,143,143.3
Ірина Катериниш,False,122,138,177,143.3
Лідія Катериниш,False,140,184,107,143.29999999999998
Артем Оксаниш,True,125,159,152,143.29999999999998
Олена Михайлиш,False,128,188,119,143.29999999999998
Ніна Олегіш,True,151,128,148,143.20000000000002
Софія Оксаниш,False,148,160,120,143.2
Володимир Лідіїш,False,103,154,186,143.2
Олександр Іванниш,False,118,163,157,143.2
Олег Сергіїш,True,106,181,155,143.2
Ірина Вікторіш,True,123,150,163,143.1
Іван Анниш,True,192,114,107,143.1
Ярослава Іванниш,False,144,161,124,143.1
Михайло Іваниш,False,111,150,179,143.1
Ірина Дмитріш,False,168,116,137,143.1
Ніна Ігоріш,True,176,128,114,143.0
Лідія Вікторіїш,True,131,170,132,143.0
Ігор Сергіїш,True,130,191,112,142.9
Олексій Сергіїш,True,130,147,156,142.89999999999998
Дмитро Ніниш,False,111,178,150,142.8
Марта Ганниш,False,186,100,128,142.8
Віктор Неборачко,False,113,137,188,142.70000000000002
Роман Вікторіш,True,134,141,156,142.7
Оксана Сергіїш,True,191,121,100,142.7
Юлія Ніниш,False,146,177,104,142.7
Олександр Ігоріш,False,172,121,125,142.6
Богдан Олександріш,False,139,140,150,142.6
Софія Ніниш,False,112,158,168,142.6
Сергій Ярославиш,False,105,198,137,142.5
Анастасія Петріш,True,120,121,194,142.5
Ольга Неборачко,True,135,189,106,142.5
Ганна Романіш,False,132,172,127,142.5
Ілля Анатоліїш,True,120,193,122,142.5
Олег Дмитріш,True,164,122,134,142.4
Петро Дмитришенко,True,161,138,122,142.4
Роман Іваниш,True,131,108,192,142.4
Олексій Ганниш,False,112,174,151,142.3
Олег Алібіба,True,133,148,149,142.29999999999998
Володимир Ярославіш,False,121,154,159,142.29999999999998
Оксана Лідіїш,False,192,100,118,142.20000000000002
Олексій Дмитришенко,True,117,189,129,142.2
Ніна Неборачко,True,177,119,119,142.2
Анастасія Лідіїш,False,135,123,171,142.2
Віктор Ніниш,False,176,105,134,142.1
Володимир Романіш,False,152,157,114,142.1
Лідія Артеміш,False,154,117,151,142.0
Катерина Ярославиш,True,121,124,188,142.0
Іванна Олексіїш,True,127,127,177,142.0
Володимир Наталіїш,False,192,101,116,141.9
Віктор Ярославіш,False,114,169,152,141.9
Тарас Дмитріш,False,132,141,156,141.89999999999998
Артем Богданіш,True,141,139,146,141.89999999999998
Павло Олениш,False,116,127,191,141.8
Богдан Софіїш,True,130,105,194,141.7
Сергій Олександріш,True,147,164,112,141.6
Сергій Олексіїш,False,144,153,127,141.6
Анна Тетяниш,False,149,166,107,141.5
Лідія Тетяниш,False,119,185,128,141.5
Анна Анатоліїш,True,158,151,110,141.5
Ніна Людмилиш,True,140,115,170,141.5
Олена Оксаниш,True,188,113,108,141.5
Людмила Дмитріш,True,149,114,159,141.5
Марія Катериниш,False,164,146,107,141.5
Тарас Петріш,True,100,180,158,141.4
Марта Тетяниш,False,160,140,118,141.4
Ігор Алібіба,False,142,138,144,141.4
Володимир Іриниш,True,130,189,109,141.39999999999998
Сергій Романіш,True,111,138,185,141.3
Роман Маріїш,True,123,157,150,141.3
Богдан Маріїш,True,123,122,185,141.3
Марта Романіш,True,107,136,192,141.2
Людмила Неборачко,True,134,118,174,141.2
Марія Михайлиш,False,131,120,176,141.2
Анастасія Іванниш,True,160,137,120,141.1
Оксана Володимириш,False,145,144,133,141.1
Ярослава Дмитріш,True,157,119,142,141.1
Людмила Софіїш,True,103,139,194,141.1
Марта Максиміш,True,144,125,153,141.0
Ярослава Анатоліїш,True,159,104,154,141.0
Лідія Тарасіш,False,138,152,134,141.0
Анатолій Ганниш,False,161,125,130,140.9
Софія Іриниш,False,104,157,174,140.9
Анатолій Володимириш,True,143,174,105,140.9
Роман Іванниш,False,125,186,117,140.9
Анатолій Ковтун,False,134,191,100,140.9
Михайло Тарасіш,True,116,119,196,140.89999999999998
Олена Олександріш,False,133,192,100,140.8
Ніна Андріїш,False,121,118,190,140.8
Олексій Ярославіш,False,133,111,181,140.8
Анастасія Олениш,True,166,134,114,140.79999999999998
Петро Іванниш,True,132,190,103,140.70000000000002
Роман Олександріш,True,159,144,113,140.7
Людмила Максиміш,True,150,121,148,140.7
Сергій Анниш,True,173,136,102,140.6
Тетяна Маріїш,True,101,156,178,140.6
Олексій Тетяниш,False,140,110,172,140.6
Наталія Загвойко,False,103,171,160,140.5
Максим Ярославиш,True,124,103,200,140.5
Олена Ілляш,False,151,125,142,140.5
Володимир Ігоріш,False,163,130,121,140.5
Людмила Ковтун,True,133,185,106,140.5
Юлія Артеміш,False,120,189,119,140.39999999999998
Анатолій Олегіш,False,128,107,190,140.3
Артем Ігоріш,False,170,123,118,140.3
Софія Іванниш,False,176,120,113,140.3
Артем Софіїш,False,181,117,109,140.2
Тетяна Богданіш,False,112,168,150,140.2
Юлія Людмилиш,False,127,102,196,140.2
Олександр Неборачко,False,106,146,180,140.2
Юлія Оксаниш,True,178,111,119,140.2
Віктор Максиміш,True,156,103,156,140.10000000000002
Лідія Ніниш,True,117,146,165,140.1
Богдан Ілляш,False,120,158,149,140.1
Олена Наталіїш,False,161,100,152,140.0
Олена Володимириш,True,100,150,183,139.9
Марта Сергіїш,True,154,106,155,139.9
Дмитро Ковтун,True,127,169,128,139.9
Ганна Іриниш,True,120,171,135,139.8
Іванна Богданіш,False,129,152,142,139.8
Вікторія Олениш,False,141,104,174,139.8
Анастасія Маріїш,False,137,128,155,139.7
Марія Олексіїш,True,130,166,126,139.6
Михайло Катериниш,True,145,123,149,139.6
Людмила Олексіїш,True,175,122,110,139.6
Ігор Іриниш,True,120,150,155,139.5
Іванна Володимириш,False,140,156,122,139.4
Віктор Володимириш,True,182,102,120,139.39999999999998
Богдан Олегіш,False,185,107,111,139.39999999999998
Анатолій Маріїш,False,113,148,166,139.39999999999998
Олексій Ілляш,False,127,147,148,139.3
Ігор Ярославіш,False,109,159,160,139.3
Ірина Маріїш,False,115,199,112,139.29999999999998
Наталія Ковтун,True,151,159,104,139.29999999999998
Михайло Ігоріш,False,139,100,179,139.29999999999998
Ганна Неборачко,False,145,114,157,139.29999999999998
Андрій Ілляш,True,126,108,188,139.20000000000002
Лідія Максиміш,False,105,155,169,139.2
Олександр Богданіш,False,147,119,149,139.2
Тетяна Тарасіш,True,102,143,185,139.2
Марія Маріїш,False,116,177,132,139.1
Анна Іриниш,False,137,164,117,139.1
Віктор Анатоліїш,True,169,135,103,139.0
Михайло Тетяниш,False,178,115,111,139.0
Іванна Неборачко,False,122,168,132,138.8
Роман Наталіїш,False,101,143,185,138.8
Тарас Вікторіїш,True,161,142,106,138.8
Тарас Михайлиш,True,143,105,167,138.8
Іван Неборачко,False,119,109,195,138.8
Ігор Маріїш,True,122,166,134,138.79999999999998
Петро Ніниш,False,118,157,148,138.70000000000002
Віктор Михайлиш,True,112,116,197,138.7
Михайло Ярославиш,False,111,121,193,138.6
Людмила Іриниш,True,168,114,124,138.6
Павло Іванниш,False,162,101,145,138.6
Олег Наталіїш,False,145,155,113,138.4
Іванна Михайлиш,True,148,117,147,138.4
Тарас Дмитришенко,True,106,166,154,138.4
Вікторія Артеміш,True,154,156,100,138.4
Олександр Петріш,False,147,164,101,138.3
Ярослава Ганниш,False,126,188,105,138.3
Дмитро Алібіба,True,150,158,103,138.3
Віктор Софіїш,True,126,172,121,138.3
Марія Тетяниш,True,179,108,114,138.2
Роман Тетяниш,True,104,185,137,138.2
Софія Алібіба,False,124,170,125,138.1
Ярослава Ілляш,True,135,175,105,138.0
Іван Товтиш,True,165,119,121,138.0
Богдан Анатоліїш,True,117,131,173,138.0
Ніна Алібіба,False,178,112,110,137.8
Максим Дмитришенко,False,142,158,112,137.8
Людмила Загвойко,False,133,115,167,137.8
Іван Петріш,True,120,106,193,137.7
Роман Олегіш,False,113,117,191,137.60000000000002
Ганна Тетяниш,True,107,172,144,137.6
Іван Артеміш,True,112,171,138,137.5
Анастасія Іваниш,True,114,107,199,137.4
Марія Максиміш,False,152,105,150,137.3
Катерина Софіїш,False,115,161,143,137.2
Дмитро Оксаниш,True,124,176,116,137.2
Ольга Максиміш,True,121,161,135,137.2
Оксана Вікторіїш,False,123,162,131,137.10000000000002
Віктор Анниш,False,126,156,133,137.1
Тетяна Володимириш,False,183,109,104,137.1
Катерина Неборачко,True,114,170,135,137.1
Максим Анниш,False,101,179,143,137.0
Лідія Ганниш,False,104,130,188,137.0
Сергій Іриниш,False,122,128,166,137.0
Анастасія Вікторіш,False,134,140,138,137.0
Ірина Софіїш,True,178,111,108,136.9
Іванна Сергіїш,False,160,126,117,136.9
Оксана Анатоліїш,True,166,100,135,136.9
Юлія Романіш,True,139,159,112,136.9
Тарас Олениш,False,135,108,168,136.8
Марта Ілляш,False,147,128,132,136.8
Максим Олегіш,False,123,192,100,136.8
Лідія Оксаниш,False,177,118,102,136.79999999999998
Богдан Петріш,True,101,139,182,136.7
Олег Людмилиш,False,115,195,107,136.6
Іван Богданіш,True,105,167,148,136.5
Вікторія Сергіїш,False,117,186,113,136.5
Михайло Іванниш,True,107,126,186,136.39999999999998
Максим Товтиш,True,134,145,131,136.39999999999998
Лідія Загвойко,False,156,137,109,136.2
Ярослава Дмитришенко,False,110,156,151,136.1
Артем Тетяниш,False,137,131,140,136.1
Ярослава Вікторіш,True,173,105,118,136.1
Ольга Петріш,False,125,173,114,136.1
Ганна Маріїш,True,126,116,169,135.9
Марта Ніниш,True,105,140,173,135.9
Ніна Дмитришенко,True,107,200,110,135.8
Оксана Ігоріш,True,146,131,127,135.8
Олександр Ковтун,True,101,198,120,135.8
Петро Олександріш,False,179,109,105,135.8
Ігор Ковтун,False,136,103,168,135.70000000000002
Павло Вікторіш,False,118,109,186,135.7
Ольга Загвойко,False,127,166,117,135.7
Дмитро Сергіїш,False,135,106,166,135.6
Лідія Андріїш,True,162,125,111,135.6
Іван Маріїш,True,120,140,152,135.6
Андрій Ганниш,True,125,121,164,135.5
Анастасія Володимириш,True,116,109,188,135.5
Богдан Вікторіш,False,128,176,105,135.5
Ярослав Тарасіш,False,163,125,109,135.4
Богдан Ковтун,False,100,165,153,135.4
Іванна Ігоріш,True,136,147,123,135.4
Анатолій Олениш,False,100,169,149,135.39999999999998
Михайло Алібіба,True,104,180,132,135.2
Ярослава Товтиш,True,137,112,156,135.2
Ольга Лідіїш,False,137,151,117,135.2
Петро Дмитріш,False,167,123,105,135.2
Марія Ковтун,True,139,107,158,135.1
Павло Анатоліїш,True,145,142,115,135.1
Лідія Михайлиш,False,100,125,192,135.1
Петро Сергіїш,True,145,137,120,135.1
Наталія Анниш,True,135,165,105,135.0
Артем Іваниш,False,114,193,105,135.0
Михайло Дмитришенко,True,104,163,148,134.9
Ірина Іваниш,False,134,104,167,134.9
Софія Товтиш,True,133,116,156,134.8
Іван Іваниш,False,124,154,130,134.8
Ігор Людмилиш,True,102,130,183,134.70000000000002
Ярослава Олегіш,False,132,119,154,134.7
Тетяна Ковтун,True,140,113,149,134.6
Людмила Тетяниш,True,170,111,111,134.6
Олександр Олександріш,False,145,140,115,134.5
Вікторія Дмитришенко,False,109,190,113,134.5
Андрій Андріїш,True,118,188,103,134.5
Андрій Катериниш,True,166,116,111,134.5
Дмитро Катериниш,False,172,101,118,134.5
Ольга Олексіїш,True,159,104,132,134.4
Вікторія Максиміш,True,100,170,144,134.2
Ярослава Лідіїш,False,115,155,139,134.2
Ілля Ніниш,False,123,127,156,134.10000000000002
Андрій Артеміш,False,144,127,128,134.1
Дмитро Максиміш,True,101,162,150,134.0
